pais_id;pais;provincia_id;provincia;departamento_id;departamento;sup_afectada;uni_med_id;cant_focos;año_inicial;año_final
32;Argentina;90;Tucuman;98;Tafí del Valle;1;ha;1;2014;2014
32;Argentina;90;Tucuman;112;Trancas;;ha;1;2014;2014
32;Argentina;26;Chubut;14;Cushamen;259.05;ha;17;2011;2012
32;Argentina;26;Chubut;14;Cushamen;19;ha;5;2012;2013
32;Argentina;26;Chubut;14;Cushamen;207.53;ha;15;2014;2015
32;Argentina;58;Neuquén;7;Aluminé;6.7;ha;7;2011;2012
32;Argentina;58;Neuquén;7;Aluminé;8.01;ha;0;2015;2016
32;Argentina;58;Neuquén;49;Huiliches;0.1;ha;1;2011;2012
32;Argentina;58;Neuquén;49;Huiliches;0.08;ha;2;2012;2013
32;Argentina;58;Neuquén;49;Huiliches;2.29;ha;4;2014;2015
32;Argentina;58;Neuquén;56;Lacar;2.2;ha;21;2011;2012
32;Argentina;62;Río Negro;21;Bariloche;1.55;ha;90;2011;2012
32;Argentina;26;Chubut;14;Cushamen;1.65;ha;5;2015;2016
32;Argentina;26;Chubut;35;Futaleufú;11.78;ha;21;2011;2012
32;Argentina;26;Chubut;35;Futaleufú;2.42;ha;12;2012;2013
32;Argentina;58;Neuquén;56;Lacar;1.86;ha;30;2012;2013
32;Argentina;58;Neuquén;56;Lacar;0.26;ha;8;2014;2015
32;Argentina;58;Neuquén;56;Lacar;0.02;ha;0;2015;2016
32;Argentina;58;Neuquén;63;Lonco pué;380;ha;1;2011;2012
32;Argentina;62;Río Negro;21;Bariloche;6.88;ha;101;2012;2013
32;Argentina;62;Río Negro;21;Bariloche;12.46;ha;167;2013;2014
32;Argentina;26;Chubut;35;Futaleufú;7.49;ha;36;2014;2015
32;Argentina;26;Chubut;35;Futaleufú;3.35;ha;10;2015;2016
32;Argentina;26;Chubut;56;Languiñeo;0.15;ha;1;2011;2012
32;Argentina;58;Neuquén;70;Los Lagos;0.0015;ha;2;2014;2015
32;Argentina;58;Neuquén;77;Minas;0.4;ha;4;2011;2012
32;Argentina;58;Neuquén;77;Minas;0.002;ha;1;2012;2013
32;Argentina;58;Neuquén;77;Minas;0.01;ha;1;2014;2015
32;Argentina;62;Río Negro;21;Bariloche;13.6;ha;101;2014;2015
32;Argentina;26;Chubut;56;Languiñeo;0.09;ha;2;2012;2013
32;Argentina;26;Chubut;98;Tehuelches;0.3;ha;1;2014;2015
32;Argentina;26;Chubut;98;Tehuelches;0.2;ha;1;2015;2016
32;Argentina;58;Neuquén;84;Ñorquin;240.8;ha;2;2011;2012
32;Argentina;58;Neuquén;84;Ñorquin;13.49;ha;2;2012;2013
32;Argentina;62;Río Negro;21;Bariloche;64.87;ha;84;2015;2016
